pref,date,conf.daily,conf.weekly,conf.csum,deaths.daily,deaths.weekly,deaths.csum
Fukuoka,2020-03-27,4,11,16,4,11,16
Fukuoka,2020-03-28,6,17,22,6,17,22
Fukuoka,2020-03-29,4,21,26,4,21,26
Fukuoka,2020-03-30,3,23,29,3,23,29
Fukuoka,2020-03-31,17,37,46,17,37,46
Fukuoka,2020-04-01,32,69,78,32,69,78
Fukuoka,2020-04-02,22,88,100,22,88,100
Fukuoka,2020-04-03,20,104,120,20,104,120
Fukuoka,2020-04-04,27,125,147,27,125,147
Fukuoka,2020-04-05,16,137,163,16,137,163
Fukuoka,2020-04-06,14,148,177,14,148,177
Fukuoka,2020-04-07,23,154,200,23,154,200
Fukuoka,2020-04-08,25,147,225,25,147,225
Fukuoka,2020-04-09,26,151,251,26,151,251
Fukuoka,2020-04-10,39,170,290,39,170,290
Fukuoka,2020-04-11,43,186,333,43,186,333
Fukuoka,2020-04-12,30,200,363,30,200,363
Fukuoka,2020-04-13,12,198,375,12,198,375
Fukuoka,2020-04-14,34,209,409,34,209,409
Fukuoka,2020-04-15,31,215,440,31,215,440
Fukuoka,2020-04-16,27,216,467,27,216,467
Fukuoka,2020-04-17,19,196,486,19,196,486
Fukuoka,2020-04-18,25,178,511,25,178,511
Fukuoka,2020-04-19,17,165,528,17,165,528
Fukuoka,2020-04-20,3,156,531,3,156,531
Fukuoka,2020-04-21,21,143,552,21,143,552
Fukuoka,2020-04-22,22,134,574,22,134,574
Fukuoka,2020-04-23,14,121,588,14,121,588
Fukuoka,2020-04-24,12,114,600,12,114,600
Fukuoka,2020-04-25,14,103,614,14,103,614
Fukuoka,2020-04-26,12,98,626,12,98,626
Fukuoka,2020-04-27,10,105,636,10,105,636
Fukuoka,2020-04-28,4,88,640,4,88,640
Fukuoka,2020-04-29,15,81,655,15,81,655
Fukuoka,2020-04-30,4,71,659,4,71,659
Fukuoka,2020-05-01,4,63,663,4,63,663
Fukuoka,2020-05-02,4,53,667,4,53,667
Fukuoka,2020-05-03,2,43,669,2,43,669
Fukuoka,2020-05-04,1,34,670,1,34,670
Fukuoka,2020-05-05,1,31,671,1,31,671
Fukuoka,2020-05-06,1,17,672,1,17,672
Fukuoka,2020-05-07,1,14,673,1,14,673
Fukuoka,2020-05-08,0,10,673,0,10,673
Fukuoka,2020-05-09,2,8,675,2,8,675
Fukuoka,2020-05-10,1,7,676,1,7,676
Fukuoka,2020-05-11,0,6,676,0,6,676
Fukuoka,2020-05-12,1,6,677,1,6,677
Fukuoka,2020-05-13,2,7,679,2,7,679
Fukuoka,2020-05-14,1,7,680,1,7,680
Fukuoka,2020-05-15,0,7,680,0,7,680
Fukuoka,2020-05-16,0,5,680,0,5,680
Fukuoka,2020-05-17,1,5,681,1,5,681
Fukuoka,2020-05-18,0,5,681,0,5,681
Fukuoka,2020-05-19,0,4,681,0,4,681
Fukuoka,2020-05-20,0,2,681,0,2,681
Fukuoka,2020-05-21,0,1,681,0,1,681
Fukuoka,2020-05-22,0,1,681,0,1,681
Fukuoka,2020-05-23,4,5,685,4,5,685
Fukuoka,2020-05-24,4,8,689,4,8,689
Fukuoka,2020-05-25,6,14,695,6,14,695
Fukuoka,2020-05-26,2,16,697,2,16,697
Fukuoka,2020-05-27,8,24,705,8,24,705
Fukuoka,2020-05-28,21,45,726,21,45,726
Fukuoka,2020-05-29,26,71,752,26,71,752
Fukuoka,2020-05-30,17,84,769,17,84,769
Fukuoka,2020-05-31,12,92,781,12,92,781
Fukuoka,2020-06-01,16,102,797,16,102,797
Fukuoka,2020-06-02,6,106,803,6,106,803
Fukuoka,2020-06-03,6,104,809,6,104,809
Fukuoka,2020-06-04,6,89,815,6,89,815
Fukuoka,2020-06-05,5,68,820,5,68,820
Fukuoka,2020-06-06,2,53,822,2,53,822
Fukuoka,2020-06-07,3,44,825,3,44,825
Fukuoka,2020-06-08,3,31,828,3,31,828
Fukuoka,2020-06-09,3,28,831,3,28,831
Fukuoka,2020-06-10,3,25,834,3,25,834
Fukuoka,2020-06-11,2,21,836,2,21,836
Fukuoka,2020-06-12,9,25,845,9,25,845
Fukuoka,2020-06-13,1,24,846,1,24,846
Fukuoka,2020-06-14,3,24,849,3,24,849
Fukuoka,2020-06-15,1,22,850,1,22,850
Fukuoka,2020-06-16,1,20,851,1,20,851
Fukuoka,2020-06-17,3,20,854,3,20,854
Fukuoka,2020-06-18,3,21,857,3,21,857
Fukuoka,2020-06-19,5,17,862,5,17,862
Fukuoka,2020-06-20,0,16,862,0,16,862
Fukuoka,2020-06-21,0,13,862,0,13,862
Fukuoka,2020-06-22,0,12,862,0,12,862
Fukuoka,2020-06-23,8,19,870,8,19,870
Fukuoka,2020-06-24,1,17,871,1,17,871
Fukuoka,2020-06-25,2,16,873,2,16,873
Fukuoka,2020-06-26,0,11,873,0,11,873
Fukuoka,2020-06-27,1,12,874,1,12,874
Fukuoka,2020-06-28,0,12,874,0,12,874
Fukuoka,2020-06-29,1,13,875,1,13,875
Fukuoka,2020-06-30,4,9,879,4,9,879
Fukuoka,2020-07-01,4,12,883,4,12,883
Fukuoka,2020-07-02,4,14,887,4,14,887
Fukuoka,2020-07-03,4,18,891,4,18,891
Fukuoka,2020-07-04,6,23,897,6,23,897
Fukuoka,2020-07-05,9,32,906,9,32,906
Fukuoka,2020-07-06,1,32,907,1,32,907
Fukuoka,2020-07-07,7,35,914,7,35,914
Fukuoka,2020-07-08,13,44,927,13,44,927
Fukuoka,2020-07-09,4,44,931,4,44,931
Fukuoka,2020-07-10,6,46,937,6,46,937
Fukuoka,2020-07-11,9,49,946,9,49,946
Fukuoka,2020-07-12,5,45,951,5,45,951
Fukuoka,2020-07-13,2,46,953,2,46,953
Fukuoka,2020-07-14,4,43,957,4,43,957
Fukuoka,2020-07-15,9,39,966,9,39,966
Fukuoka,2020-07-16,16,51,982,16,51,982
Fukuoka,2020-07-17,19,64,1001,19,64,1001
Fukuoka,2020-07-18,24,79,1025,24,79,1025
Fukuoka,2020-07-19,32,106,1057,32,106,1057
Fukuoka,2020-07-20,32,136,1089,32,136,1089
Fukuoka,2020-07-21,53,185,1142,53,185,1142
Fukuoka,2020-07-22,61,237,1203,61,237,1203
Fukuoka,2020-07-23,66,287,1269,66,287,1269
Fukuoka,2020-07-24,52,320,1321,52,320,1321
Fukuoka,2020-07-25,50,346,1371,50,346,1371
Fukuoka,2020-07-26,90,404,1461,90,404,1461
Fukuoka,2020-07-27,49,421,1510,49,421,1510
Fukuoka,2020-07-28,54,422,1564,54,422,1564
Fukuoka,2020-07-29,101,462,1665,101,462,1665
Fukuoka,2020-07-30,121,517,1786,121,517,1786
Fukuoka,2020-07-31,171,636,1957,171,636,1957
Fukuoka,2020-08-01,121,707,2078,121,707,2078
Fukuoka,2020-08-02,145,762,2223,145,762,2223
Fukuoka,2020-08-03,78,791,2301,78,791,2301
Fukuoka,2020-08-04,89,826,2390,89,826,2390
Fukuoka,2020-08-05,123,848,2513,123,848,2513
Fukuoka,2020-08-06,137,864,2650,137,864,2650
Fukuoka,2020-08-07,140,833,2790,140,833,2790
Fukuoka,2020-08-08,151,863,2941,151,863,2941
Fukuoka,2020-08-09,109,827,3050,109,827,3050
Fukuoka,2020-08-10,72,821,3122,72,821,3122
Fukuoka,2020-08-11,55,787,3177,55,787,3177
Fukuoka,2020-08-12,77,741,3254,77,741,3254
Fukuoka,2020-08-13,145,749,3399,145,749,3399
Fukuoka,2020-08-14,125,734,3524,125,734,3524
Fukuoka,2020-08-15,75,658,3599,75,658,3599
Fukuoka,2020-08-16,76,625,3675,76,625,3675
Fukuoka,2020-08-17,51,604,3726,51,604,3726
Fukuoka,2020-08-18,48,597,3774,48,597,3774
Fukuoka,2020-08-19,104,624,3878,104,624,3878
Fukuoka,2020-08-20,71,550,3949,71,550,3949
Fukuoka,2020-08-21,87,512,4036,87,512,4036
Fukuoka,2020-08-22,69,506,4105,69,506,4105
Fukuoka,2020-08-23,65,495,4170,65,495,4170
Fukuoka,2020-08-24,52,496,4222,52,496,4222
Fukuoka,2020-08-25,54,502,4276,54,502,4276
Fukuoka,2020-08-26,61,459,4337,61,459,4337
Fukuoka,2020-08-27,64,452,4401,64,452,4401
Fukuoka,2020-08-28,69,434,4470,69,434,4470
Fukuoka,2020-08-29,79,444,4549,79,444,4549
Fukuoka,2020-08-30,81,460,4630,81,460,4630
Fukuoka,2020-08-31,32,440,4662,32,440,4662
Fukuoka,2020-09-01,39,425,4701,39,425,4701
Fukuoka,2020-09-02,50,414,4751,50,414,4751
Fukuoka,2020-09-03,37,387,4788,37,387,4788
Fukuoka,2020-09-04,36,354,4824,36,354,4824
Fukuoka,2020-09-05,28,303,4852,28,303,4852
Fukuoka,2020-09-06,36,258,4888,36,258,4888
Fukuoka,2020-09-07,0,226,4888,0,226,4888
Fukuoka,2020-09-08,33,220,4921,33,220,4921
Fukuoka,2020-09-09,26,196,4947,26,196,4947
Fukuoka,2020-09-10,27,186,4974,27,186,4974
Fukuoka,2020-09-11,26,176,5000,26,176,5000
Fukuoka,2020-09-12,15,163,5015,15,163,5015
Fukuoka,2020-09-13,10,137,5025,10,137,5025
Fukuoka,2020-09-14,7,144,5032,7,144,5032
Fukuoka,2020-09-15,15,126,5047,15,126,5047
Fukuoka,2020-09-16,15,115,5062,15,115,5062
Fukuoka,2020-09-17,9,97,5071,9,97,5071
Fukuoka,2020-09-18,10,81,5081,10,81,5081
Fukuoka,2020-09-19,9,75,5090,9,75,5090
Fukuoka,2020-09-20,7,72,5097,7,72,5097
Fukuoka,2020-09-21,2,67,5099,2,67,5099
Fukuoka,2020-09-22,2,54,5101,2,54,5101
Fukuoka,2020-09-23,2,41,5103,2,41,5103
Fukuoka,2020-09-24,8,40,5111,8,40,5111
Fukuoka,2020-09-25,5,35,5116,5,35,5116
Fukuoka,2020-09-26,6,32,5122,6,32,5122
Fukuoka,2020-09-27,4,29,5126,4,29,5126
Fukuoka,2020-09-28,2,29,5128,2,29,5128
Fukuoka,2020-09-29,5,32,5133,5,32,5133
Fukuoka,2020-09-30,9,39,5142,9,39,5142
Fukuoka,2020-10-01,5,36,5147,5,36,5147
Fukuoka,2020-10-02,4,35,5151,4,35,5151
Fukuoka,2020-10-03,7,36,5158,7,36,5158
Fukuoka,2020-10-04,3,35,5161,3,35,5161
Fukuoka,2020-10-05,0,33,5161,0,33,5161
Fukuoka,2020-10-06,4,32,5165,4,32,5165
Fukuoka,2020-10-07,8,31,5173,8,31,5173
Fukuoka,2020-10-08,8,34,5181,8,34,5181
Fukuoka,2020-10-09,11,41,5192,11,41,5192
Fukuoka,2020-10-10,13,47,5205,13,47,5205
Fukuoka,2020-10-11,3,47,5208,3,47,5208
Fukuoka,2020-10-12,1,48,5209,1,48,5209
Fukuoka,2020-10-13,7,51,5216,7,51,5216
Fukuoka,2020-10-14,13,56,5229,13,56,5229
Fukuoka,2020-10-15,5,53,5234,5,53,5234
Fukuoka,2020-10-16,8,50,5242,8,50,5242
Fukuoka,2020-10-17,3,40,5245,3,40,5245
Fukuoka,2020-10-18,4,41,5249,4,41,5249
Fukuoka,2020-10-19,4,44,5253,4,44,5253
Fukuoka,2020-10-20,7,44,5260,7,44,5260
Fukuoka,2020-10-21,7,38,5267,7,38,5267
Fukuoka,2020-10-22,9,42,5276,9,42,5276
Fukuoka,2020-10-23,6,40,5282,6,40,5282
Fukuoka,2020-10-24,5,42,5287,5,42,5287
Fukuoka,2020-10-25,6,44,5293,6,44,5293
Fukuoka,2020-10-26,4,44,5297,4,44,5297
Fukuoka,2020-10-27,5,42,5302,5,42,5302
Fukuoka,2020-10-28,8,43,5310,8,43,5310
Fukuoka,2020-10-29,5,39,5315,5,39,5315
Fukuoka,2020-10-30,10,43,5325,10,43,5325
Fukuoka,2020-10-31,10,48,5335,10,48,5335
Fukuoka,2020-11-01,6,48,5341,6,48,5341
Fukuoka,2020-11-02,5,49,5346,5,49,5346
Fukuoka,2020-11-03,2,46,5348,2,46,5348
Fukuoka,2020-11-04,9,47,5357,9,47,5357
Fukuoka,2020-11-05,6,48,5363,6,48,5363
Fukuoka,2020-11-06,17,55,5380,17,55,5380
Fukuoka,2020-11-07,8,53,5388,8,53,5388
Fukuoka,2020-11-08,4,51,5392,4,51,5392
Fukuoka,2020-11-09,4,50,5396,4,50,5396
Fukuoka,2020-11-10,23,71,5419,23,71,5419
Fukuoka,2020-11-11,21,83,5440,21,83,5440
Fukuoka,2020-11-12,16,93,5456,16,93,5456
Fukuoka,2020-11-13,16,92,5472,16,92,5472
Fukuoka,2020-11-14,7,91,5479,7,91,5479
Fukuoka,2020-11-15,12,99,5491,12,99,5491
Fukuoka,2020-11-16,8,103,5499,8,103,5499
Fukuoka,2020-11-17,12,92,5511,12,92,5511
Fukuoka,2020-11-18,22,93,5533,22,93,5533
Fukuoka,2020-11-19,23,100,5556,23,100,5556
Fukuoka,2020-11-20,35,119,5591,35,119,5591
Fukuoka,2020-11-21,36,148,5627,36,148,5627
Fukuoka,2020-11-22,30,166,5657,30,166,5657
Fukuoka,2020-11-23,9,167,5666,9,167,5666
Fukuoka,2020-11-24,12,167,5678,12,167,5678
Fukuoka,2020-11-25,28,173,5706,28,173,5706
Fukuoka,2020-11-26,53,203,5759,53,203,5759
Fukuoka,2020-11-27,58,226,5817,58,226,5817
Fukuoka,2020-11-28,56,246,5873,56,246,5873
Fukuoka,2020-11-29,43,259,5916,43,259,5916
Fukuoka,2020-11-30,28,278,5944,28,278,5944
Fukuoka,2020-12-01,33,299,5977,33,299,5977
Fukuoka,2020-12-02,42,313,6019,42,313,6019
Fukuoka,2020-12-03,31,291,6050,31,291,6050
Fukuoka,2020-12-04,46,279,6096,46,279,6096
Fukuoka,2020-12-05,42,265,6138,42,265,6138
Fukuoka,2020-12-06,41,263,6179,41,263,6179
Fukuoka,2020-12-07,65,300,6244,65,300,6244
Fukuoka,2020-12-08,87,354,6331,87,354,6331
Fukuoka,2020-12-09,54,366,6385,54,366,6385
Fukuoka,2020-12-10,79,414,6464,79,414,6464
Fukuoka,2020-12-11,122,490,6586,122,490,6586
Fukuoka,2020-12-12,86,534,6672,86,534,6672
Fukuoka,2020-12-13,71,564,6743,71,564,6743
Fukuoka,2020-12-14,59,558,6802,59,558,6802
Fukuoka,2020-12-15,69,540,6871,69,540,6871
Fukuoka,2020-12-16,141,627,7012,141,627,7012
Fukuoka,2020-12-17,108,656,7120,108,656,7120
Fukuoka,2020-12-18,139,673,7259,139,673,7259
Fukuoka,2020-12-19,134,721,7393,134,721,7393
Fukuoka,2020-12-20,100,750,7493,100,750,7493
Fukuoka,2020-12-21,94,785,7587,94,785,7587
Fukuoka,2020-12-22,88,804,7675,88,804,7675
Fukuoka,2020-12-23,157,820,7832,157,820,7832
Fukuoka,2020-12-24,150,862,7982,150,862,7982
Fukuoka,2020-12-25,143,866,8125,143,866,8125
Fukuoka,2020-12-26,160,892,8285,160,892,8285
Fukuoka,2020-12-27,137,929,8422,137,929,8422
Fukuoka,2020-12-28,142,977,8564,142,977,8564
Fukuoka,2020-12-29,152,1041,8716,152,1041,8716
Fukuoka,2020-12-30,190,1074,8906,190,1074,8906
Fukuoka,2020-12-31,190,1114,9096,190,1114,9096
Fukuoka,2021-01-01,158,1129,9254,158,1129,9254
Fukuoka,2021-01-02,124,1093,9378,124,1093,9378
Fukuoka,2021-01-03,106,1062,9484,106,1062,9484
Fukuoka,2021-01-04,130,1050,9614,130,1050,9614
Fukuoka,2021-01-05,187,1085,9801,187,1085,9801
Fukuoka,2021-01-06,317,1212,10118,317,1212,10118
Fukuoka,2021-01-07,390,1412,10508,390,1412,10508
Fukuoka,2021-01-08,372,1626,10880,372,1626,10880
Fukuoka,2021-01-09,327,1829,11207,327,1829,11207
Fukuoka,2021-01-10,285,2008,11492,285,2008,11492
Fukuoka,2021-01-11,213,2091,11705,213,2091,11705
Fukuoka,2021-01-12,202,2106,11907,202,2106,11907
Fukuoka,2021-01-13,253,2042,12160,253,2042,12160
Fukuoka,2021-01-14,343,1995,12503,343,1995,12503
Fukuoka,2021-01-15,362,1985,12865,362,1985,12865
Fukuoka,2021-01-16,413,2071,13278,413,2071,13278
Fukuoka,2021-01-17,300,2086,13578,300,2086,13578
Fukuoka,2021-01-18,208,2081,13786,208,2081,13786
Fukuoka,2021-01-19,208,2087,13994,208,2087,13994
Fukuoka,2021-01-20,281,2115,14275,281,2115,14275
Fukuoka,2021-01-21,288,2060,14563,288,2060,14563
Fukuoka,2021-01-22,240,1938,14803,240,1938,14803
Fukuoka,2021-01-23,216,1741,15019,216,1741,15019
Fukuoka,2021-01-24,226,1667,15245,226,1667,15245
Fukuoka,2021-01-25,157,1616,15402,157,1616,15402
Fukuoka,2021-01-26,156,1564,15558,156,1564,15558
Fukuoka,2021-01-27,188,1471,15746,188,1471,15746
Fukuoka,2021-01-28,189,1372,15935,189,1372,15935
Fukuoka,2021-01-29,163,1295,16098,163,1295,16098
Fukuoka,2021-01-30,158,1237,16256,158,1237,16256
Fukuoka,2021-01-31,129,1140,16385,129,1140,16385
Fukuoka,2021-02-01,69,1052,16454,69,1052,16454
Fukuoka,2021-02-02,80,976,16534,80,976,16534
Fukuoka,2021-02-03,123,911,16657,123,911,16657
Fukuoka,2021-02-04,125,847,16782,125,847,16782
Fukuoka,2021-02-05,95,779,16877,95,779,16877
Fukuoka,2021-02-06,101,722,16978,101,722,16978
Fukuoka,2021-02-07,96,689,17074,96,689,17074
Fukuoka,2021-02-08,62,682,17136,62,682,17136
Fukuoka,2021-02-09,72,674,17208,72,674,17208
Fukuoka,2021-02-10,108,659,17316,108,659,17316
Fukuoka,2021-02-11,111,645,17427,111,645,17427
Fukuoka,2021-02-12,91,641,17518,91,641,17518
Fukuoka,2021-02-13,68,608,17586,68,608,17586
Fukuoka,2021-02-14,71,583,17657,71,583,17657
Fukuoka,2021-02-15,51,572,17708,51,572,17708
Fukuoka,2021-02-16,54,554,17762,54,554,17762
Fukuoka,2021-02-17,69,515,17831,69,515,17831
Fukuoka,2021-02-18,102,506,17933,102,506,17933
Fukuoka,2021-02-19,68,483,18001,68,483,18001
Fukuoka,2021-02-20,75,490,18076,75,490,18076
Fukuoka,2021-02-21,37,456,18113,37,456,18113
Fukuoka,2021-02-22,30,435,18143,30,435,18143
Fukuoka,2021-02-23,47,428,18190,47,428,18190
Fukuoka,2021-02-24,32,391,18222,32,391,18222
Fukuoka,2021-02-25,41,330,18263,41,330,18263
Fukuoka,2021-02-26,55,317,18318,55,317,18318
Fukuoka,2021-02-27,32,274,18350,32,274,18350
Fukuoka,2021-02-28,27,264,18377,27,264,18377
Fukuoka,2021-03-01,19,253,18396,19,253,18396
Fukuoka,2021-03-02,27,233,18423,27,233,18423
Fukuoka,2021-03-03,39,240,18462,39,240,18462
Fukuoka,2021-03-04,37,236,18499,37,236,18499
Fukuoka,2021-03-05,25,206,18524,25,206,18524
Fukuoka,2021-03-06,29,203,18553,29,203,18553
Fukuoka,2021-03-07,37,213,18590,37,213,18590
Fukuoka,2021-03-08,17,211,18607,17,211,18607
Fukuoka,2021-03-09,38,222,18645,38,222,18645
Fukuoka,2021-03-10,51,234,18696,51,234,18696
Fukuoka,2021-03-11,32,229,18728,32,229,18728
Fukuoka,2021-03-12,45,249,18773,45,249,18773
Fukuoka,2021-03-13,43,263,18816,43,263,18816
Fukuoka,2021-03-14,39,265,18855,39,265,18855
Fukuoka,2021-03-15,15,263,18870,15,263,18870
Fukuoka,2021-03-16,31,256,18901,31,256,18901
Fukuoka,2021-03-17,43,248,18944,43,248,18944
Fukuoka,2021-03-18,47,263,18991,47,263,18991
Fukuoka,2021-03-19,41,259,19032,41,259,19032
Fukuoka,2021-03-20,40,256,19072,40,256,19072
Fukuoka,2021-03-21,34,251,19106,34,251,19106
Fukuoka,2021-03-22,17,253,19123,17,253,19123
Fukuoka,2021-03-23,37,259,19160,37,259,19160
Fukuoka,2021-03-24,24,240,19184,24,240,19184
Fukuoka,2021-03-25,29,222,19213,29,222,19213
Fukuoka,2021-03-26,29,210,19242,29,210,19242
Fukuoka,2021-03-27,39,209,19281,39,209,19281
Fukuoka,2021-03-28,23,198,19304,23,198,19304
Fukuoka,2021-03-29,13,194,19317,13,194,19317
Fukuoka,2021-03-30,31,188,19348,31,188,19348
Fukuoka,2021-03-31,29,193,19377,29,193,19377
Fukuoka,2021-04-01,27,191,19404,27,191,19404
Fukuoka,2021-04-02,40,202,19444,40,202,19444
Fukuoka,2021-04-03,39,202,19483,39,202,19483
Fukuoka,2021-04-04,27,206,19510,27,206,19510
Fukuoka,2021-04-05,14,207,19524,14,207,19524
Fukuoka,2021-04-06,51,227,19575,51,227,19575
Fukuoka,2021-04-07,43,241,19618,43,241,19618
Fukuoka,2021-04-08,48,262,19666,48,262,19666
Fukuoka,2021-04-09,54,276,19720,54,276,19720
Fukuoka,2021-04-10,81,318,19801,81,318,19801
Fukuoka,2021-04-11,54,345,19855,54,345,19855
Fukuoka,2021-04-12,38,369,19893,38,369,19893
Fukuoka,2021-04-13,72,390,19965,72,390,19965
Fukuoka,2021-04-14,156,503,20121,156,503,20121
Fukuoka,2021-04-15,111,566,20232,111,566,20232
Fukuoka,2021-04-16,138,650,20370,138,650,20370
Fukuoka,2021-04-17,138,707,20508,138,707,20508
Fukuoka,2021-04-18,110,763,20618,110,763,20618
Fukuoka,2021-04-19,118,843,20736,118,843,20736
Fukuoka,2021-04-20,152,923,20888,152,923,20888
Fukuoka,2021-04-21,244,1011,21132,244,1011,21132
Fukuoka,2021-04-22,268,1168,21400,268,1168,21400
Fukuoka,2021-04-23,239,1269,21639,239,1269,21639
Fukuoka,2021-04-24,322,1453,21961,322,1453,21961
Fukuoka,2021-04-25,335,1678,22296,335,1678,22296
Fukuoka,2021-04-26,156,1716,22452,156,1716,22452
Fukuoka,2021-04-27,277,1841,22729,277,1841,22729
Fukuoka,2021-04-28,441,2038,23170,441,2038,23170
Fukuoka,2021-04-29,338,2108,23508,338,2108,23508
Fukuoka,2021-04-30,307,2176,23815,307,2176,23815
Fukuoka,2021-05-01,0,1854,23815,0,1854,23815
Fukushima,2020-03-07,1,1,1,1,1,1
Fukushima,2020-03-08,0,1,1,0,1,1
Fukushima,2020-03-09,0,1,1,0,1,1
Fukushima,2020-03-10,0,1,1,0,1,1
Fukushima,2020-03-11,0,1,1,0,1,1
Fukushima,2020-03-12,0,1,1,0,1,1
Fukushima,2020-03-13,0,1,1,0,1,1
Fukushima,2020-03-14,1,1,2,1,1,2
Fukushima,2020-03-15,0,1,2,0,1,2
Fukushima,2020-03-16,0,1,2,0,1,2
Fukushima,2020-03-17,0,1,2,0,1,2
Fukushima,2020-03-18,0,1,2,0,1,2
Fukushima,2020-03-19,0,1,2,0,1,2
Fukushima,2020-03-20,0,1,2,0,1,2
Fukushima,2020-03-21,0,0,2,0,0,2
Fukushima,2020-03-22,0,0,2,0,0,2
Fukushima,2020-03-23,0,0,2,0,0,2
Fukushima,2020-03-24,0,0,2,0,0,2
Fukushima,2020-03-25,0,0,2,0,0,2
Fukushima,2020-03-26,0,0,2,0,0,2
Fukushima,2020-03-27,0,0,2,0,0,2
Fukushima,2020-03-28,0,0,2,0,0,2
Fukushima,2020-03-29,0,0,2,0,0,2
Fukushima,2020-03-30,0,0,2,0,0,2
Fukushima,2020-03-31,2,2,4,2,2,4
Fukushima,2020-04-01,2,4,6,2,4,6
Fukushima,2020-04-02,2,6,8,2,6,8
Fukushima,2020-04-03,1,7,9,1,7,9
Fukushima,2020-04-04,5,12,14,5,12,14
Fukushima,2020-04-05,2,14,16,2,14,16
Fukushima,2020-04-06,0,14,16,0,14,16
Fukushima,2020-04-07,8,20,24,8,20,24
Fukushima,2020-04-08,5,23,29,5,23,29
Fukushima,2020-04-09,4,25,33,4,25,33
Fukushima,2020-04-10,3,27,36,3,27,36
Fukushima,2020-04-11,1,23,37,1,23,37
Fukushima,2020-04-12,1,22,38,1,22,38
Fukushima,2020-04-13,0,22,38,0,22,38
Fukushima,2020-04-14,1,15,39,1,15,39
Fukushima,2020-04-15,1,11,40,1,11,40
Fukushima,2020-04-16,9,16,49,9,16,49
Fukushima,2020-04-17,3,16,52,3,16,52
Fukushima,2020-04-18,8,23,60,8,23,60
Fukushima,2020-04-19,2,24,62,2,24,62
Fukushima,2020-04-20,2,26,64,2,26,64
Fukushima,2020-04-21,0,25,64,0,25,64
Fukushima,2020-04-22,1,25,65,1,25,65
Fukushima,2020-04-23,0,16,65,0,16,65
Fukushima,2020-04-24,1,14,66,1,14,66
Fukushima,2020-04-25,2,8,68,2,8,68
Fukushima,2020-04-26,1,7,69,1,7,69
Fukushima,2020-04-27,0,5,69,0,5,69
Fukushima,2020-04-28,1,6,70,1,6,70
Fukushima,2020-04-29,2,7,72,2,7,72
Fukushima,2020-04-30,1,8,73,1,8,73
Fukushima,2020-05-01,1,8,74,1,8,74
Fukushima,2020-05-02,1,7,75,1,7,75
Fukushima,2020-05-03,3,9,78,3,9,78
Fukushima,2020-05-04,0,9,78,0,9,78
Fukushima,2020-05-05,1,9,79,1,9,79
Fukushima,2020-05-06,1,8,80,1,8,80
Fukushima,2020-05-07,0,7,80,0,7,80
Fukushima,2020-05-08,1,7,81,1,7,81
Fukushima,2020-05-09,0,6,81,0,6,81
Fukushima,2020-05-10,0,3,81,0,3,81
Fukushima,2020-05-11,0,3,81,0,3,81
Fukushima,2020-05-12,0,2,81,0,2,81
Fukushima,2020-05-13,0,1,81,0,1,81
Fukushima,2020-05-14,0,1,81,0,1,81
Fukushima,2020-05-15,0,0,81,0,0,81
Fukushima,2020-05-16,0,0,81,0,0,81
Fukushima,2020-05-17,0,0,81,0,0,81
Fukushima,2020-05-18,0,0,81,0,0,81
Fukushima,2020-05-19,0,0,81,0,0,81
Fukushima,2020-05-20,0,0,81,0,0,81
Fukushima,2020-05-21,0,0,81,0,0,81
Fukushima,2020-05-22,0,0,81,0,0,81
Fukushima,2020-05-23,0,0,81,0,0,81
Fukushima,2020-05-24,0,0,81,0,0,81
Fukushima,2020-05-25,0,0,81,0,0,81
Fukushima,2020-05-26,0,0,81,0,0,81
Fukushima,2020-05-27,0,0,81,0,0,81
Fukushima,2020-05-28,0,0,81,0,0,81
Fukushima,2020-05-29,0,0,81,0,0,81
Fukushima,2020-05-30,0,0,81,0,0,81
Fukushima,2020-05-31,0,0,81,0,0,81
Fukushima,2020-06-01,0,0,81,0,0,81
Fukushima,2020-06-02,0,0,81,0,0,81
Fukushima,2020-06-03,0,0,81,0,0,81
Fukushima,2020-06-04,0,0,81,0,0,81
Fukushima,2020-06-05,0,0,81,0,0,81
Fukushima,2020-06-06,0,0,81,0,0,81
Fukushima,2020-06-07,0,0,81,0,0,81
Fukushima,2020-06-08,0,0,81,0,0,81
Fukushima,2020-06-09,0,0,81,0,0,81
Fukushima,2020-06-10,0,0,81,0,0,81
Fukushima,2020-06-11,0,0,81,0,0,81
Fukushima,2020-06-12,0,0,81,0,0,81
Fukushima,2020-06-13,0,0,81,0,0,81
Fukushima,2020-06-14,0,0,81,0,0,81
Fukushima,2020-06-15,0,0,81,0,0,81
Fukushima,2020-06-16,0,0,81,0,0,81
Fukushima,2020-06-17,0,0,81,0,0,81
Fukushima,2020-06-18,1,1,82,1,1,82
Fukushima,2020-06-19,0,1,82,0,1,82
Fukushima,2020-06-20,0,1,82,0,1,82
Fukushima,2020-06-21,0,1,82,0,1,82
Fukushima,2020-06-22,0,1,82,0,1,82
Fukushima,2020-06-23,0,1,82,0,1,82
Fukushima,2020-06-24,0,1,82,0,1,82
Fukushima,2020-06-25,0,0,82,0,0,82
Fukushima,2020-06-26,0,0,82,0,0,82
Fukushima,2020-06-27,0,0,82,0,0,82
Fukushima,2020-06-28,0,0,82,0,0,82
