iso,fullken,total,first,second,date,tier,date.scrape,shipped,used.percent
JP-31,鳥取県,63006,33094,29912,2021-07-19,IRYO,2021-07-19,NA,NA
JP-31,鳥取県,74446,62650,11796,2021-06-06,KOREI,2021-06-07,NA,NA
JP-31,鳥取県,107670,85591,22079,2021-06-13,KOREI,2021-06-14,NA,NA
JP-31,鳥取県,144714,102543,42171,2021-06-20,KOREI,2021-06-21,NA,NA
JP-31,鳥取県,150166,104376,45790,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-31,鳥取県,180682,118176,62506,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-31,鳥取県,218682,134303,84379,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-31,鳥取県,259672,159196,100476,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-31,鳥取県,299281,182254,117027,2021-07-19,IPPAN,2021-07-19,490700,0.609906256368453
JP-32,島根県,819,819,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-32,島根県,2989,2989,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-32,島根県,4006,3969,37,2021-05-09,KOREI,2021-05-10,NA,NA
JP-32,島根県,9694,8891,803,2021-05-16,KOREI,2021-05-17,NA,NA
JP-32,島根県,17454,14803,2651,2021-05-23,KOREI,2021-05-24,NA,NA
JP-32,島根県,18176,12180,5996,2021-04-23,IRYO,2021-04-28,NA,NA
JP-32,島根県,24806,17773,7033,2021-04-30,IRYO,2021-05-06,NA,NA
JP-32,島根県,28004,20664,7340,2021-05-07,IRYO,2021-05-10,NA,NA
JP-32,島根県,35045,24374,10671,2021-05-14,IRYO,2021-05-17,NA,NA
JP-32,島根県,35118,30834,4284,2021-05-30,KOREI,2021-05-31,NA,NA
JP-32,島根県,45369,27862,17507,2021-05-21,IRYO,2021-05-24,NA,NA
JP-32,島根県,50968,31669,19299,2021-05-28,IRYO,2021-05-31,NA,NA
JP-32,島根県,57061,34789,22272,2021-06-04,IRYO,2021-06-07,NA,NA
JP-32,島根県,60907,35857,25050,2021-06-11,IRYO,2021-06-14,NA,NA
JP-32,島根県,66156,36921,29235,2021-06-18,IRYO,2021-06-21,NA,NA
JP-32,島根県,66515,57217,9298,2021-06-06,KOREI,2021-06-07,NA,NA
JP-32,島根県,69112,37736,31376,2021-06-25,IRYO,2021-06-28,NA,NA
JP-32,島根県,70906,38480,32426,2021-07-02,IRYO,2021-07-05,NA,NA
JP-32,島根県,72372,39181,33191,2021-07-12,IRYO,2021-07-13,NA,NA
JP-32,島根県,73911,40092,33819,2021-07-19,IRYO,2021-07-19,NA,NA
JP-32,島根県,103160,88279,14881,2021-06-13,KOREI,2021-06-14,NA,NA
JP-32,島根県,151636,117942,33694,2021-06-20,KOREI,2021-06-21,NA,NA
JP-32,島根県,160044,122256,37788,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-32,島根県,199966,139695,60271,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-32,島根県,249773,159221,90552,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-32,島根県,303400,184735,118665,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-32,島根県,352753,213077,139676,2021-07-19,IPPAN,2021-07-19,558860,0.631201016354722
JP-33,岡山県,727,727,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-33,岡山県,1746,1746,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-33,岡山県,2493,2367,126,2021-05-09,KOREI,2021-05-10,NA,NA
JP-33,岡山県,7204,6330,874,2021-05-16,KOREI,2021-05-17,NA,NA
JP-33,岡山県,44632,30699,13933,2021-04-23,IRYO,2021-04-28,NA,NA
JP-33,岡山県,46152,43884,2268,2021-05-23,KOREI,2021-05-24,NA,NA
JP-33,岡山県,62681,46026,16655,2021-04-30,IRYO,2021-05-06,NA,NA
JP-33,岡山県,68993,51696,17297,2021-05-07,IRYO,2021-05-10,NA,NA
JP-33,岡山県,90758,64248,26510,2021-05-14,IRYO,2021-05-17,NA,NA
JP-33,岡山県,114049,72730,41319,2021-05-21,IRYO,2021-05-24,NA,NA
JP-33,岡山県,114956,111048,3908,2021-05-30,KOREI,2021-05-31,NA,NA
JP-33,岡山県,131821,84431,47390,2021-05-28,IRYO,2021-05-31,NA,NA
JP-33,岡山県,155102,92469,62633,2021-06-04,IRYO,2021-06-07,NA,NA
JP-33,岡山県,173486,101209,72277,2021-06-11,IRYO,2021-06-14,NA,NA
JP-33,岡山県,188111,105731,82380,2021-06-18,IRYO,2021-06-21,NA,NA
JP-33,岡山県,203212,113583,89629,2021-06-25,IRYO,2021-06-28,NA,NA
JP-33,岡山県,207159,200415,6744,2021-06-06,KOREI,2021-06-07,NA,NA
JP-33,岡山県,215183,119242,95941,2021-07-02,IRYO,2021-07-05,NA,NA
JP-33,岡山県,227831,128064,99767,2021-07-12,IRYO,2021-07-13,NA,NA
JP-33,岡山県,236783,131852,104931,2021-07-19,IRYO,2021-07-19,NA,NA
JP-33,岡山県,315135,272955,42180,2021-06-13,KOREI,2021-06-14,NA,NA
JP-33,岡山県,437240,328434,108806,2021-06-20,KOREI,2021-06-21,NA,NA
JP-33,岡山県,460574,337849,122725,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-33,岡山県,564181,377197,186984,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-33,岡山県,687480,431686,255794,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-33,岡山県,858853,530037,328816,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-33,岡山県,998858,619928,378930,2021-07-19,IPPAN,2021-07-19,1629760,0.612886559984292
JP-34,広島県,2238,2238,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-34,広島県,7786,7786,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-34,広島県,9856,9158,698,2021-05-09,KOREI,2021-05-10,NA,NA
JP-34,広島県,21396,18818,2578,2021-05-16,KOREI,2021-05-17,NA,NA
JP-34,広島県,46554,40322,6232,2021-05-23,KOREI,2021-05-24,NA,NA
JP-34,広島県,67332,46109,21223,2021-04-23,IRYO,2021-04-28,NA,NA
JP-34,広島県,94828,69739,25089,2021-04-30,IRYO,2021-05-06,NA,NA
JP-34,広島県,98113,88337,9776,2021-05-30,KOREI,2021-05-31,NA,NA
JP-34,広島県,103296,76197,27099,2021-05-07,IRYO,2021-05-10,NA,NA
JP-34,広島県,129875,87198,42677,2021-05-14,IRYO,2021-05-17,NA,NA
JP-34,広島県,164780,99244,65536,2021-05-21,IRYO,2021-05-24,NA,NA
JP-34,広島県,169357,150805,18552,2021-06-06,KOREI,2021-06-07,NA,NA
JP-34,広島県,184372,110281,74091,2021-05-28,IRYO,2021-05-31,NA,NA
JP-34,広島県,204067,119343,84724,2021-06-04,IRYO,2021-06-07,NA,NA
JP-34,広島県,219604,125863,93741,2021-06-11,IRYO,2021-06-14,NA,NA
JP-34,広島県,240480,134869,105611,2021-06-18,IRYO,2021-06-21,NA,NA
JP-34,広島県,255391,142529,112862,2021-06-25,IRYO,2021-06-28,NA,NA
JP-34,広島県,268672,148042,120630,2021-07-02,IRYO,2021-07-05,NA,NA
JP-34,広島県,276576,148368,128208,2021-07-12,IRYO,2021-07-13,NA,NA
JP-34,広島県,278378,238281,40097,2021-06-13,KOREI,2021-06-14,NA,NA
JP-34,広島県,288707,154792,133915,2021-07-19,IRYO,2021-07-19,NA,NA
JP-34,広島県,435432,347133,88299,2021-06-20,KOREI,2021-06-21,NA,NA
JP-34,広島県,462136,364641,97495,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-34,広島県,623453,470759,152694,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-34,広島県,833046,578027,255019,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-34,広島県,1062387,690562,371825,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-34,広島県,1271653,787360,484293,2021-07-19,IPPAN,2021-07-19,2177050,0.584117498449737
JP-35,山口県,2935,2935,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-35,山口県,6088,6088,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-35,山口県,7646,7138,508,2021-05-09,KOREI,2021-05-10,NA,NA
JP-35,山口県,33131,30540,2591,2021-05-16,KOREI,2021-05-17,NA,NA
JP-35,山口県,42646,25814,16832,2021-04-23,IRYO,2021-04-28,NA,NA
JP-35,山口県,61256,42490,18766,2021-04-30,IRYO,2021-05-06,NA,NA
JP-35,山口県,65528,45438,20090,2021-05-07,IRYO,2021-05-10,NA,NA
JP-35,山口県,72126,66402,5724,2021-05-23,KOREI,2021-05-24,NA,NA
JP-35,山口県,77621,52128,25493,2021-05-14,IRYO,2021-05-17,NA,NA
JP-35,山口県,98275,59625,38650,2021-05-21,IRYO,2021-05-24,NA,NA
JP-35,山口県,116127,66468,49659,2021-05-28,IRYO,2021-05-31,NA,NA
JP-35,山口県,121114,114017,7097,2021-05-30,KOREI,2021-05-31,NA,NA
JP-35,山口県,125064,70745,54319,2021-06-04,IRYO,2021-06-07,NA,NA
JP-35,山口県,134703,75115,59588,2021-06-11,IRYO,2021-06-14,NA,NA
JP-35,山口県,144054,79042,65012,2021-06-18,IRYO,2021-06-21,NA,NA
JP-35,山口県,151052,82396,68656,2021-06-25,IRYO,2021-06-28,NA,NA
JP-35,山口県,157935,85906,72029,2021-07-02,IRYO,2021-07-05,NA,NA
JP-35,山口県,167426,91283,76143,2021-07-12,IRYO,2021-07-13,NA,NA
JP-35,山口県,176647,98012,78635,2021-07-19,IRYO,2021-07-19,NA,NA
JP-35,山口県,193313,163305,30008,2021-06-06,KOREI,2021-06-07,NA,NA
JP-35,山口県,285750,217897,67853,2021-06-13,KOREI,2021-06-14,NA,NA
JP-35,山口県,385690,264197,121493,2021-06-20,KOREI,2021-06-21,NA,NA
JP-35,山口県,403463,273258,130205,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-35,山口県,498226,325968,172258,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-35,山口県,604446,378907,225539,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-35,山口県,723891,450050,273841,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-35,山口県,841609,509856,331753,2021-07-19,IPPAN,2021-07-19,1466085,0.574051981979217
JP-36,徳島県,1014,1014,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-36,徳島県,3884,3884,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-36,徳島県,4981,4980,1,2021-05-09,KOREI,2021-05-10,NA,NA
JP-36,徳島県,11298,10379,919,2021-05-16,KOREI,2021-05-17,NA,NA
JP-36,徳島県,22282,19318,2964,2021-05-23,KOREI,2021-05-24,NA,NA
JP-36,徳島県,25013,17125,7888,2021-04-23,IRYO,2021-04-28,NA,NA
JP-36,徳島県,35390,26533,8857,2021-04-30,IRYO,2021-05-06,NA,NA
JP-36,徳島県,39017,29576,9441,2021-05-07,IRYO,2021-05-10,NA,NA
JP-36,徳島県,40125,35639,4486,2021-05-30,KOREI,2021-05-31,NA,NA
JP-36,徳島県,49262,33161,16101,2021-05-14,IRYO,2021-05-17,NA,NA
JP-36,徳島県,63095,37554,25541,2021-05-21,IRYO,2021-05-24,NA,NA
JP-36,徳島県,69163,39894,29269,2021-05-28,IRYO,2021-05-31,NA,NA
JP-36,徳島県,74486,42656,31830,2021-06-04,IRYO,2021-06-07,NA,NA
JP-36,徳島県,77797,67102,10695,2021-06-06,KOREI,2021-06-07,NA,NA
JP-36,徳島県,82668,45726,36942,2021-06-11,IRYO,2021-06-14,NA,NA
JP-36,徳島県,86668,47228,39440,2021-06-18,IRYO,2021-06-21,NA,NA
JP-36,徳島県,89232,47824,41408,2021-06-25,IRYO,2021-06-28,NA,NA
JP-36,徳島県,93924,49592,44332,2021-07-02,IRYO,2021-07-05,NA,NA
JP-36,徳島県,95477,50341,45136,2021-07-12,IRYO,2021-07-13,NA,NA
JP-36,徳島県,96713,50925,45788,2021-07-19,IRYO,2021-07-19,NA,NA
JP-36,徳島県,117282,97036,20246,2021-06-13,KOREI,2021-06-14,NA,NA
JP-36,徳島県,166307,125414,40893,2021-06-20,KOREI,2021-06-21,NA,NA
JP-36,徳島県,175538,130348,45190,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-36,徳島県,221222,149393,71829,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-36,徳島県,285174,178984,106190,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-36,徳島県,354642,217602,137040,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-36,徳島県,403133,242606,160527,2021-07-19,IPPAN,2021-07-19,670615,0.601139252775437
JP-37,香川県,2147,2147,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-37,香川県,6524,6524,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-37,香川県,9031,8634,397,2021-05-09,KOREI,2021-05-10,NA,NA
JP-37,香川県,17414,15070,2344,2021-05-16,KOREI,2021-05-17,NA,NA
JP-37,香川県,25506,17431,8075,2021-04-23,IRYO,2021-04-28,NA,NA
JP-37,香川県,31338,25644,5694,2021-05-23,KOREI,2021-05-24,NA,NA
JP-37,香川県,34222,23436,10786,2021-04-30,IRYO,2021-05-06,NA,NA
JP-37,香川県,38654,26037,12617,2021-05-07,IRYO,2021-05-10,NA,NA
JP-37,香川県,45931,29299,16632,2021-05-14,IRYO,2021-05-17,NA,NA
JP-37,香川県,52372,43496,8876,2021-05-30,KOREI,2021-05-31,NA,NA
JP-37,香川県,56359,33520,22839,2021-05-21,IRYO,2021-05-24,NA,NA
JP-37,香川県,66027,39215,26812,2021-05-28,IRYO,2021-05-31,NA,NA
JP-37,香川県,71546,41435,30111,2021-06-04,IRYO,2021-06-07,NA,NA
JP-37,香川県,77645,43903,33742,2021-06-11,IRYO,2021-06-14,NA,NA
JP-37,香川県,84707,46638,38069,2021-06-18,IRYO,2021-06-21,NA,NA
JP-37,香川県,88652,48383,40269,2021-06-25,IRYO,2021-06-28,NA,NA
JP-37,香川県,93344,50594,42750,2021-07-02,IRYO,2021-07-05,NA,NA
JP-37,香川県,95317,75382,19935,2021-06-06,KOREI,2021-06-07,NA,NA
JP-37,香川県,97452,52316,45136,2021-07-12,IRYO,2021-07-13,NA,NA
JP-37,香川県,100981,53526,47455,2021-07-19,IRYO,2021-07-19,NA,NA
JP-37,香川県,150788,120424,30364,2021-06-13,KOREI,2021-06-14,NA,NA
JP-37,香川県,196797,143141,53656,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-37,香川県,199018,150187,48831,2021-06-20,KOREI,2021-06-21,NA,NA
JP-37,香川県,223702,156933,66769,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-37,香川県,284086,187124,96962,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-37,香川県,386807,242145,144662,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-37,香川県,474055,281919,192136,2021-07-19,IPPAN,2021-07-19,766780,0.61824121651582
JP-38,愛媛県,993,993,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-38,愛媛県,2447,2447,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-38,愛媛県,3050,3032,18,2021-05-09,KOREI,2021-05-10,NA,NA
JP-38,愛媛県,7475,7052,423,2021-05-16,KOREI,2021-05-17,NA,NA
JP-38,愛媛県,15468,13933,1535,2021-05-23,KOREI,2021-05-24,NA,NA
JP-38,愛媛県,36135,24625,11510,2021-04-23,IRYO,2021-04-28,NA,NA
JP-38,愛媛県,46755,43033,3722,2021-05-30,KOREI,2021-05-31,NA,NA
JP-38,愛媛県,54275,40769,13506,2021-04-30,IRYO,2021-05-06,NA,NA
JP-38,愛媛県,60266,45291,14975,2021-05-07,IRYO,2021-05-10,NA,NA
JP-38,愛媛県,74698,49689,25009,2021-05-14,IRYO,2021-05-17,NA,NA
JP-38,愛媛県,93017,82452,10565,2021-06-06,KOREI,2021-06-07,NA,NA
JP-38,愛媛県,96821,55591,41230,2021-05-21,IRYO,2021-05-24,NA,NA
JP-38,愛媛県,108831,62309,46522,2021-05-28,IRYO,2021-05-31,NA,NA
JP-38,愛媛県,115868,65718,50150,2021-06-04,IRYO,2021-06-07,NA,NA
JP-38,愛媛県,125139,70247,54892,2021-06-11,IRYO,2021-06-14,NA,NA
JP-38,愛媛県,135362,73823,61539,2021-06-18,IRYO,2021-06-21,NA,NA
JP-38,愛媛県,140763,76706,64057,2021-06-25,IRYO,2021-06-28,NA,NA
JP-38,愛媛県,146816,78956,67860,2021-07-02,IRYO,2021-07-05,NA,NA
JP-38,愛媛県,151498,79878,71620,2021-07-12,IRYO,2021-07-13,NA,NA
JP-38,愛媛県,154941,80669,74272,2021-07-19,IRYO,2021-07-19,NA,NA
JP-38,愛媛県,156328,135785,20543,2021-06-13,KOREI,2021-06-14,NA,NA
JP-38,愛媛県,236502,191001,45501,2021-06-20,KOREI,2021-06-21,NA,NA
JP-38,愛媛県,274843,215854,58989,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-38,愛媛県,330715,247629,83086,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-38,愛媛県,445544,310077,135467,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-38,愛媛県,601693,391311,210382,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-38,愛媛県,679635,424322,255313,2021-07-19,IPPAN,2021-07-19,1134430,0.59909822554058
JP-39,高知県,916,916,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-39,高知県,4177,4177,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-39,高知県,6587,6470,117,2021-05-09,KOREI,2021-05-10,NA,NA
JP-39,高知県,21852,20721,1131,2021-05-16,KOREI,2021-05-17,NA,NA
JP-39,高知県,26527,16818,9709,2021-04-23,IRYO,2021-04-28,NA,NA
JP-39,高知県,32500,29580,2920,2021-05-23,KOREI,2021-05-24,NA,NA
JP-39,高知県,34602,22888,11714,2021-04-30,IRYO,2021-05-06,NA,NA
JP-39,高知県,37115,24006,13109,2021-05-07,IRYO,2021-05-10,NA,NA
JP-39,高知県,45924,28322,17602,2021-05-14,IRYO,2021-05-17,NA,NA
JP-39,高知県,52787,30463,22324,2021-05-21,IRYO,2021-05-24,NA,NA
JP-39,高知県,59009,33314,25695,2021-05-28,IRYO,2021-05-31,NA,NA
JP-39,高知県,60156,55144,5012,2021-05-30,KOREI,2021-05-31,NA,NA
JP-39,高知県,63709,35218,28491,2021-06-04,IRYO,2021-06-07,NA,NA
JP-39,高知県,66545,36208,30337,2021-06-11,IRYO,2021-06-14,NA,NA
JP-39,高知県,70205,37803,32402,2021-06-18,IRYO,2021-06-21,NA,NA
JP-39,高知県,74857,39972,34885,2021-06-25,IRYO,2021-06-28,NA,NA
JP-39,高知県,78854,42205,36649,2021-07-02,IRYO,2021-07-05,NA,NA
JP-39,高知県,81315,42903,38412,2021-07-12,IRYO,2021-07-13,NA,NA
JP-39,高知県,83662,43529,40133,2021-07-19,IRYO,2021-07-19,NA,NA
JP-39,高知県,92292,82744,9548,2021-06-06,KOREI,2021-06-07,NA,NA
JP-39,高知県,115994,98686,17308,2021-06-13,KOREI,2021-06-14,NA,NA
JP-39,高知県,194981,139857,55124,2021-06-20,KOREI,2021-06-21,NA,NA
JP-39,高知県,202440,143220,59220,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-39,高知県,252462,166113,86349,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-39,高知県,304553,190982,113571,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-39,高知県,358971,222963,136008,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-39,高知県,411973,249456,162517,2021-07-19,IPPAN,2021-07-19,669765,0.615100818943958
JP-40,福岡県,1169,1169,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-40,福岡県,4408,4408,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-40,福岡県,7529,7520,9,2021-05-09,KOREI,2021-05-10,NA,NA
JP-40,福岡県,21929,20087,1842,2021-05-16,KOREI,2021-05-17,NA,NA
JP-40,福岡県,73442,70888,2554,2021-05-23,KOREI,2021-05-24,NA,NA
JP-40,福岡県,109424,65686,43738,2021-04-23,IRYO,2021-04-28,NA,NA
JP-40,福岡県,145918,96417,49501,2021-04-30,IRYO,2021-05-06,NA,NA
JP-40,福岡県,162636,109771,52865,2021-05-07,IRYO,2021-05-10,NA,NA
JP-40,福岡県,182831,177298,5533,2021-05-30,KOREI,2021-05-31,NA,NA
JP-40,福岡県,202228,138038,64190,2021-05-14,IRYO,2021-05-17,NA,NA
JP-40,福岡県,256482,165794,90688,2021-05-21,IRYO,2021-05-24,NA,NA
JP-40,福岡県,316496,204875,111621,2021-05-28,IRYO,2021-05-31,NA,NA
JP-40,福岡県,365196,225874,139322,2021-06-04,IRYO,2021-06-07,NA,NA
JP-40,福岡県,365977,348485,17492,2021-06-06,KOREI,2021-06-07,NA,NA
JP-40,福岡県,402571,236175,166396,2021-06-11,IRYO,2021-06-14,NA,NA
JP-40,福岡県,435000,242630,192370,2021-06-18,IRYO,2021-06-21,NA,NA
JP-40,福岡県,457320,250988,206332,2021-06-25,IRYO,2021-06-28,NA,NA
JP-40,福岡県,469667,255725,213942,2021-07-02,IRYO,2021-07-05,NA,NA
JP-40,福岡県,489038,261995,227043,2021-07-12,IRYO,2021-07-13,NA,NA
JP-40,福岡県,500356,266090,234266,2021-07-19,IRYO,2021-07-19,NA,NA
JP-40,福岡県,598393,536124,62269,2021-06-13,KOREI,2021-06-14,NA,NA
JP-40,福岡県,885031,692242,192789,2021-06-20,KOREI,2021-06-21,NA,NA
JP-40,福岡県,929316,711875,217441,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-40,福岡県,1254188,873436,380752,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-40,福岡県,1624245,1066578,557667,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-40,福岡県,2010628,1293515,717113,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-40,福岡県,2369607,1489429,880178,2021-07-19,IPPAN,2021-07-19,4051950,0.584806574612224
JP-41,佐賀県,1685,1685,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-41,佐賀県,4060,4060,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-41,佐賀県,5369,5368,1,2021-05-09,KOREI,2021-05-10,NA,NA
JP-41,佐賀県,14126,12680,1446,2021-05-16,KOREI,2021-05-17,NA,NA
JP-41,佐賀県,29319,26519,2800,2021-05-23,KOREI,2021-05-24,NA,NA
JP-41,佐賀県,31726,21354,10372,2021-04-23,IRYO,2021-04-28,NA,NA
JP-41,佐賀県,42354,30237,12117,2021-04-30,IRYO,2021-05-06,NA,NA
JP-41,佐賀県,46287,32839,13448,2021-05-07,IRYO,2021-05-10,NA,NA
JP-41,佐賀県,57046,36610,20436,2021-05-14,IRYO,2021-05-17,NA,NA
JP-41,佐賀県,59346,55072,4274,2021-05-30,KOREI,2021-05-31,NA,NA
JP-41,佐賀県,70249,41439,28810,2021-05-21,IRYO,2021-05-24,NA,NA
JP-41,佐賀県,78401,46010,32391,2021-05-28,IRYO,2021-05-31,NA,NA
JP-41,佐賀県,83645,47762,35883,2021-06-04,IRYO,2021-06-07,NA,NA
JP-41,佐賀県,90799,51276,39523,2021-06-11,IRYO,2021-06-14,NA,NA
JP-41,佐賀県,94896,52670,42226,2021-06-18,IRYO,2021-06-21,NA,NA
JP-41,佐賀県,99359,87342,12017,2021-06-06,KOREI,2021-06-07,NA,NA
JP-41,佐賀県,103260,55429,47831,2021-06-25,IRYO,2021-06-28,NA,NA
JP-41,佐賀県,108083,57466,50617,2021-07-02,IRYO,2021-07-05,NA,NA
JP-41,佐賀県,110627,58790,51837,2021-07-12,IRYO,2021-07-13,NA,NA
JP-41,佐賀県,112765,59666,53099,2021-07-19,IRYO,2021-07-19,NA,NA
JP-41,佐賀県,151724,125014,26710,2021-06-13,KOREI,2021-06-14,NA,NA
JP-41,佐賀県,216207,160228,55979,2021-06-20,KOREI,2021-06-21,NA,NA
JP-41,佐賀県,229287,167763,61524,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-41,佐賀県,288838,195431,93407,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-41,佐賀県,352276,218983,133293,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-41,佐賀県,419668,254085,165583,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-41,佐賀県,485983,289844,196139,2021-07-19,IPPAN,2021-07-19,717265,0.677550138372847
JP-42,長崎県,2206,2206,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-42,長崎県,5088,5088,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-42,長崎県,6705,6705,0,2021-05-09,KOREI,2021-05-10,NA,NA
JP-42,長崎県,12265,10969,1296,2021-05-16,KOREI,2021-05-17,NA,NA
JP-42,長崎県,23024,19903,3121,2021-05-23,KOREI,2021-05-24,NA,NA
JP-42,長崎県,43332,28099,15233,2021-04-23,IRYO,2021-04-28,NA,NA
JP-42,長崎県,50277,43273,7004,2021-05-30,KOREI,2021-05-31,NA,NA
JP-42,長崎県,58996,40013,18983,2021-04-30,IRYO,2021-05-06,NA,NA
JP-42,長崎県,65212,44904,20308,2021-05-07,IRYO,2021-05-10,NA,NA
JP-42,長崎県,77636,50884,26752,2021-05-14,IRYO,2021-05-17,NA,NA
JP-42,長崎県,96251,57758,38493,2021-05-21,IRYO,2021-05-24,NA,NA
JP-42,長崎県,102017,89848,12169,2021-06-06,KOREI,2021-06-07,NA,NA
JP-42,長崎県,108142,63593,44549,2021-05-28,IRYO,2021-05-31,NA,NA
JP-42,長崎県,117726,67408,50318,2021-06-04,IRYO,2021-06-07,NA,NA
JP-42,長崎県,124452,68681,55771,2021-06-11,IRYO,2021-06-14,NA,NA
JP-42,長崎県,133475,71646,61829,2021-06-18,IRYO,2021-06-21,NA,NA
JP-42,長崎県,139517,74673,64844,2021-06-25,IRYO,2021-06-28,NA,NA
JP-42,長崎県,141797,75654,66143,2021-07-02,IRYO,2021-07-05,NA,NA
JP-42,長崎県,147077,77754,69323,2021-07-12,IRYO,2021-07-13,NA,NA
JP-42,長崎県,148646,78610,70036,2021-07-19,IRYO,2021-07-19,NA,NA
JP-42,長崎県,171572,148288,23284,2021-06-13,KOREI,2021-06-14,NA,NA
JP-42,長崎県,270756,215325,55431,2021-06-20,KOREI,2021-06-21,NA,NA
JP-42,長崎県,283350,223607,59743,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-42,長崎県,372014,266531,105483,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-42,長崎県,479357,315143,164214,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-42,長崎県,597585,381884,215701,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-42,長崎県,716823,442599,274224,2021-07-19,IPPAN,2021-07-19,1258560,0.569558066361556
JP-43,熊本県,1095,1095,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-43,熊本県,4883,4883,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-43,熊本県,7888,7887,1,2021-05-09,KOREI,2021-05-10,NA,NA
JP-43,熊本県,17603,16908,695,2021-05-16,KOREI,2021-05-17,NA,NA
JP-43,熊本県,38347,35128,3219,2021-05-23,KOREI,2021-05-24,NA,NA
JP-43,熊本県,56336,35782,20554,2021-04-23,IRYO,2021-04-28,NA,NA
JP-43,熊本県,72923,66508,6415,2021-05-30,KOREI,2021-05-31,NA,NA
JP-43,熊本県,78449,53481,24968,2021-04-30,IRYO,2021-05-06,NA,NA
JP-43,熊本県,87289,60846,26443,2021-05-07,IRYO,2021-05-10,NA,NA
JP-43,熊本県,103815,71014,32801,2021-05-14,IRYO,2021-05-17,NA,NA
JP-43,熊本県,124767,78330,46437,2021-05-21,IRYO,2021-05-24,NA,NA
