date,facilities,dose,n,tier,maker,date.stated
2021-06-19,NA,2,12426,IPPAN,pfizer,2021-07-13
2021-06-18,NA,2,13788,IPPAN,pfizer,2021-07-13
2021-06-17,NA,2,13377,IPPAN,pfizer,2021-07-13
2021-06-16,NA,2,13312,IPPAN,pfizer,2021-07-13
2021-06-15,NA,2,12257,IPPAN,pfizer,2021-07-13
2021-06-14,NA,2,9990,IPPAN,pfizer,2021-07-13
2021-06-13,NA,2,8715,IPPAN,pfizer,2021-07-13
2021-06-12,NA,2,8541,IPPAN,pfizer,2021-07-13
2021-06-11,NA,2,8453,IPPAN,pfizer,2021-07-13
2021-06-10,NA,2,8891,IPPAN,pfizer,2021-07-13
2021-06-09,NA,2,8659,IPPAN,pfizer,2021-07-13
2021-06-08,NA,2,6907,IPPAN,pfizer,2021-07-13
2021-06-07,NA,2,6057,IPPAN,pfizer,2021-07-13
2021-06-06,NA,2,4688,IPPAN,pfizer,2021-07-13
2021-06-05,NA,2,5312,IPPAN,pfizer,2021-07-13
2021-06-04,NA,2,6139,IPPAN,pfizer,2021-07-13
2021-06-03,NA,2,6059,IPPAN,pfizer,2021-07-13
2021-06-02,NA,2,6137,IPPAN,pfizer,2021-07-13
2021-06-01,NA,2,5751,IPPAN,pfizer,2021-07-13
2021-05-31,NA,2,10992,IPPAN,pfizer,2021-07-13
2021-05-30,NA,2,4240,IPPAN,pfizer,2021-07-13
2021-05-29,NA,2,7341,IPPAN,pfizer,2021-07-13
2021-05-28,NA,2,8918,IPPAN,pfizer,2021-07-13
2021-05-27,NA,2,7640,IPPAN,pfizer,2021-07-13
2021-05-26,NA,2,2074,IPPAN,pfizer,2021-07-13
2021-05-25,NA,2,2138,IPPAN,pfizer,2021-07-13
2021-05-24,NA,2,2038,IPPAN,pfizer,2021-07-13
2021-05-23,NA,2,2252,IPPAN,pfizer,2021-07-13
2021-05-22,NA,2,13233,IPPAN,pfizer,2021-07-13
2021-05-21,NA,2,18358,IPPAN,pfizer,2021-07-13
2021-05-20,NA,2,7833,IPPAN,pfizer,2021-07-13
2021-05-19,NA,2,21311,IPPAN,pfizer,2021-07-13
2021-05-18,NA,2,18121,IPPAN,pfizer,2021-07-13
2021-05-17,NA,2,14747,IPPAN,pfizer,2021-07-13
2021-05-16,NA,2,4218,IPPAN,pfizer,2021-07-13
2021-05-15,NA,2,11314,IPPAN,pfizer,2021-07-13
2021-05-14,NA,2,16606,IPPAN,pfizer,2021-07-13
2021-05-13,NA,2,15258,IPPAN,pfizer,2021-07-13
2021-05-12,NA,2,15121,IPPAN,pfizer,2021-07-13
2021-05-11,NA,2,12655,IPPAN,pfizer,2021-07-13
2021-05-10,NA,2,8512,IPPAN,pfizer,2021-07-13
2021-05-09,NA,2,1410,IPPAN,pfizer,2021-07-13
2021-05-08,NA,2,2929,IPPAN,pfizer,2021-07-13
2021-05-07,NA,2,3571,IPPAN,pfizer,2021-07-13
2021-05-06,NA,2,2414,IPPAN,pfizer,2021-07-13
2021-05-05,NA,2,137,IPPAN,pfizer,2021-07-13
2021-05-04,NA,2,241,IPPAN,pfizer,2021-07-13
2021-05-03,NA,2,47,IPPAN,pfizer,2021-07-13
2021-05-02,NA,2,0,IPPAN,pfizer,2021-07-13
2021-05-01,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-30,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-29,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-28,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-27,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-26,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-25,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-24,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-23,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-22,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-21,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-20,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-19,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-18,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-17,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-16,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-15,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-14,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-13,NA,2,0,IPPAN,pfizer,2021-07-13
2021-04-12,NA,2,0,IPPAN,pfizer,2021-07-13
2021-07-12,NA,2,2586,IPPAN,moderna,2021-07-13
2021-07-11,NA,2,2519,IPPAN,moderna,2021-07-13
2021-07-10,NA,2,2388,IPPAN,moderna,2021-07-13
2021-07-09,NA,2,1720,IPPAN,moderna,2021-07-13
2021-07-08,NA,2,1607,IPPAN,moderna,2021-07-13
2021-07-07,NA,2,1580,IPPAN,moderna,2021-07-13
2021-07-06,NA,2,1566,IPPAN,moderna,2021-07-13
2021-07-05,NA,2,1600,IPPAN,moderna,2021-07-13
2021-07-04,NA,2,1124,IPPAN,moderna,2021-07-13
2021-07-03,NA,2,1333,IPPAN,moderna,2021-07-13
2021-07-02,NA,2,1231,IPPAN,moderna,2021-07-13
2021-07-01,NA,2,1244,IPPAN,moderna,2021-07-13
2021-06-30,NA,2,1090,IPPAN,moderna,2021-07-13
2021-06-29,NA,2,1145,IPPAN,moderna,2021-07-13
2021-06-28,NA,2,1098,IPPAN,moderna,2021-07-13
2021-06-27,NA,2,257,IPPAN,moderna,2021-07-13
2021-06-26,NA,2,256,IPPAN,moderna,2021-07-13
2021-06-25,NA,2,191,IPPAN,moderna,2021-07-13
2021-06-24,NA,2,146,IPPAN,moderna,2021-07-13
2021-06-23,NA,2,197,IPPAN,moderna,2021-07-13
2021-06-22,NA,2,144,IPPAN,moderna,2021-07-13
2021-06-21,NA,2,130,IPPAN,moderna,2021-07-13
2021-06-20,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-19,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-18,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-17,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-16,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-15,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-14,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-13,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-12,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-11,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-10,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-09,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-08,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-07,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-06,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-05,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-04,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-03,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-02,NA,2,0,IPPAN,moderna,2021-07-13
2021-06-01,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-31,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-30,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-29,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-28,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-27,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-26,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-25,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-24,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-23,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-22,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-21,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-20,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-19,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-18,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-17,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-16,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-15,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-14,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-13,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-12,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-11,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-10,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-09,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-08,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-07,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-06,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-05,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-04,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-03,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-02,NA,2,0,IPPAN,moderna,2021-07-13
2021-05-01,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-30,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-29,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-28,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-27,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-26,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-25,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-24,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-23,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-22,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-21,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-20,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-19,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-18,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-17,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-16,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-15,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-14,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-13,NA,2,0,IPPAN,moderna,2021-07-13
2021-04-12,NA,2,0,IPPAN,moderna,2021-07-13
